,nmin,minleaf,ntrees,nfeats,avg_accuracy
2162,11,3,10,3,0.6950526315789473
2163,11,3,10,4,0.649859649122807
2164,11,3,10,5,0.7081052631578948
2165,11,3,10,6,0.7192280701754387
2166,11,3,10,7,0.7055087719298244
2167,11,3,10,8,0.684140350877193
2168,11,3,10,9,0.7294035087719297
2169,11,3,10,10,0.7110175438596491
2170,11,3,20,1,0.7001403508771931
2171,11,3,20,2,0.7189824561403508
2172,11,3,20,3,0.6924210526315788
2173,11,3,20,4,0.7001754385964911
2174,11,3,20,5,0.6867719298245614
2175,11,3,20,6,0.6923508771929824
2176,11,3,20,7,0.750701754385965
2177,11,3,20,8,0.740140350877193
2178,11,3,20,9,0.7321754385964913
2179,11,3,20,10,0.7162456140350877
2180,11,3,30,1,0.6951228070175439
2181,11,3,30,2,0.732561403508772
2182,11,3,30,3,0.742701754385965
2183,11,3,30,4,0.7162456140350877
2184,11,3,30,5,0.7296842105263158
2185,11,3,30,6,0.7348070175438597
2186,11,3,30,7,0.7004912280701754
2187,11,3,30,8,0.726842105263158
2188,11,3,30,9,0.700140350877193
2189,11,3,30,10,0.7108771929824561
2190,11,3,40,1,0.6977543859649122
2191,11,3,40,2,0.7430526315789473
2192,11,3,40,3,0.7055789473684211
2193,11,3,40,4,0.6870175438596492
2194,11,3,40,5,0.7268771929824561
2195,11,3,40,6,0.7188771929824561
2196,11,3,40,7,0.7161754385964911
2197,11,3,40,8,0.7081052631578947
2198,11,3,40,9,0.7242456140350877
2199,11,3,40,10,0.7428771929824561
2200,11,3,50,1,0.7029824561403509
2201,11,3,50,2,0.7108421052631578
2202,11,3,50,3,0.7163508771929824
2203,11,3,50,4,0.7162807017543861
2204,11,3,50,5,0.7322105263157895
2205,11,3,50,6,0.7375789473684211
2206,11,3,50,7,0.7110526315789474
2207,11,3,50,8,0.7375087719298247
2208,11,3,50,9,0.7002456140350877
2209,11,3,50,10,0.7375087719298246
2210,11,3,100,1,0.7216842105263158
2211,11,3,100,2,0.7110526315789474
2212,11,3,100,3,0.7189824561403508
2213,11,3,100,4,0.7082807017543858
2214,11,3,100,5,0.7241754385964911
2215,11,3,100,6,0.7348421052631579
2216,11,3,100,7,0.734877192982456
2217,11,3,100,8,0.7374035087719297
2218,11,3,100,9,0.7321403508771931
2219,11,3,100,10,0.7294736842105263
2220,11,3,150,1,0.7083508771929824
2221,11,3,150,2,0.7242105263157894
2222,11,3,150,3,0.7241754385964911
2223,11,3,150,4,0.7135789473684211
2224,11,3,150,5,0.7243157894736842
2225,11,3,150,6,0.7135087719298244
2226,11,3,150,7,0.7349122807017543
2227,11,3,150,8,0.7295438596491228
2228,11,3,150,9,0.7375789473684211
2229,11,3,150,10,0.7347719298245615
2230,11,3,200,1,0.7083859649122808
2231,11,3,200,2,0.7269473684210527
2232,11,3,200,3,0.734877192982456
2233,11,3,200,4,0.7162456140350877
2234,11,3,200,5,0.740140350877193
2235,11,3,200,6,0.7348771929824561
2236,11,3,200,7,0.7402456140350877
2237,11,3,200,8,0.7534385964912281
2238,11,3,200,9,0.7215789473684211
2239,11,3,200,10,0.7215087719298245
2240,11,4,10,1,0.6843508771929824
2241,11,4,10,2,0.6844912280701754
2242,11,4,10,3,0.6551578947368422
2243,11,4,10,4,0.666
2244,11,4,10,5,0.6976140350877194
2245,11,4,10,6,0.7055087719298245
2246,11,4,10,7,0.6841754385964912
2247,11,4,10,8,0.7187719298245614
2248,11,4,10,9,0.7295789473684211
2249,11,4,10,10,0.7508070175438596
2250,11,4,20,1,0.6977894736842105
2251,11,4,20,2,0.6923859649122807
2252,11,4,20,3,0.7270175438596491
2253,11,4,20,4,0.718842105263158
2254,11,4,20,5,0.7213684210526317
2255,11,4,20,6,0.721578947368421
2256,11,4,20,7,0.7031228070175439
2257,11,4,20,8,0.734701754385965
2258,11,4,20,9,0.7349824561403508
2259,11,4,20,10,0.7215087719298244
2260,11,4,30,1,0.7084561403508772
2261,11,4,30,2,0.7322105263157895
2262,11,4,30,3,0.7031228070175439
2263,11,4,30,4,0.6950175438596491
2264,11,4,30,5,0.7081403508771931
2265,11,4,30,6,0.6976842105263159
2266,11,4,30,7,0.7268070175438597
2267,11,4,30,8,0.7507719298245614
2268,11,4,30,9,0.7135087719298245
2269,11,4,30,10,0.7109122807017544
2270,11,4,40,1,0.6632631578947368
2271,11,4,40,2,0.7323508771929825
2272,11,4,40,3,0.7029824561403508
2273,11,4,40,4,0.7374736842105263
2274,11,4,40,5,0.7135438596491228
2275,11,4,40,6,0.7322105263157895
2276,11,4,40,7,0.7134736842105263
2277,11,4,40,8,0.7162105263157895
2278,11,4,40,9,0.7400350877192983
2279,11,4,40,10,0.7135087719298245
2280,11,4,50,1,0.6738947368421052
2281,11,4,50,2,0.705719298245614
2282,11,4,50,3,0.7003508771929824
2283,11,4,50,4,0.7083859649122807
2284,11,4,50,5,0.7163157894736841
2285,11,4,50,6,0.7242105263157894
2286,11,4,50,7,0.7482456140350877
2287,11,4,50,8,0.7162456140350877
2288,11,4,50,9,0.7215438596491228
2289,11,4,50,10,0.718842105263158
2290,11,4,100,1,0.7349824561403508
2291,11,4,100,2,0.7242807017543861
2292,11,4,100,3,0.7269473684210526
2293,11,4,100,4,0.7427719298245613
2294,11,4,100,5,0.7375087719298244
2295,11,4,100,6,0.7375789473684211
2296,11,4,100,7,0.7242807017543861
2297,11,4,100,8,0.7347719298245614
2298,11,4,100,9,0.7321754385964911
2299,11,4,100,10,0.7428070175438596
2300,11,4,150,1,0.7004210526315789
2301,11,4,150,2,0.7402456140350877
2302,11,4,150,3,0.7269473684210527
2303,11,4,150,4,0.724140350877193
2304,11,4,150,5,0.7242456140350877
2305,11,4,150,6,0.7295789473684211
2306,11,4,150,7,0.7294736842105263
2307,11,4,150,8,0.7241754385964911
2308,11,4,150,9,0.7321754385964913
2309,11,4,150,10,0.7348771929824561
2310,11,4,200,1,0.708421052631579
2311,11,4,200,2,0.7030526315789473
2312,11,4,200,3,0.7268771929824561
2313,11,4,200,4,0.7375789473684211
2314,11,4,200,5,0.7375789473684209
2315,11,4,200,6,0.7402105263157894
2316,11,4,200,7,0.734842105263158
2317,11,4,200,8,0.7215789473684211
2318,11,4,200,9,0.7401052631578947
2319,11,4,200,10,0.7374385964912281
2320,11,5,10,1,0.6714035087719299
2321,11,5,10,2,0.6712982456140351
2322,11,5,10,3,0.6764561403508772
2323,11,5,10,4,0.6843859649122808
2324,11,5,10,5,0.7111929824561404
2325,11,5,10,6,0.7189473684210527
2326,11,5,10,7,0.7084561403508772
2327,11,5,10,8,0.6604912280701755
2328,11,5,10,9,0.7028771929824561
2329,11,5,10,10,0.7031228070175438
2330,11,5,20,1,0.7214385964912281
2331,11,5,20,2,0.7031578947368422
2332,11,5,20,3,0.7375438596491228
2333,11,5,20,4,0.6870526315789474
2334,11,5,20,5,0.6949473684210526
2335,11,5,20,6,0.7082807017543861
2336,11,5,20,7,0.7269473684210526
2337,11,5,20,8,0.6897543859649123
2338,11,5,20,9,0.6949824561403508
2339,11,5,20,10,0.7136140350877194
2340,11,5,30,1,0.745438596491228
2341,11,5,30,2,0.7110175438596491
2342,11,5,30,3,0.7136140350877194
2343,11,5,30,4,0.7242456140350877
2344,11,5,30,5,0.7135438596491228
2345,11,5,30,6,0.7137543859649123
2346,11,5,30,7,0.7241754385964911
2347,11,5,30,8,0.7215789473684211
2348,11,5,30,9,0.7243508771929825
2349,11,5,30,10,0.7109473684210528
2350,11,5,40,1,0.7136842105263158
2351,11,5,40,2,0.6843508771929824
2352,11,5,40,3,0.7162456140350877
2353,11,5,40,4,0.7294736842105263
2354,11,5,40,5,0.7296140350877194
2355,11,5,40,6,0.7428421052631579
2356,11,5,40,7,0.7269473684210527
2357,11,5,40,8,0.7213684210526315
2358,11,5,40,9,0.7001754385964912
2359,11,5,40,10,0.7267719298245614
2360,11,5,50,1,0.7216140350877194
2361,11,5,50,2,0.7163157894736842
2362,11,5,50,3,0.7058245614035087
2363,11,5,50,4,0.6895789473684211
2364,11,5,50,5,0.6816842105263158
2365,11,5,50,6,0.7376140350877194
2366,11,5,50,7,0.7240701754385965
2367,11,5,50,8,0.7214035087719297
2368,11,5,50,9,0.7241052631578947
2369,11,5,50,10,0.742842105263158
2370,11,5,100,1,0.7189824561403508
2371,11,5,100,2,0.7216140350877194
2372,11,5,100,3,0.7242807017543859
2373,11,5,100,4,0.724421052631579
2374,11,5,100,5,0.729578947368421
2375,11,5,100,6,0.7241754385964911
2376,11,5,100,7,0.726842105263158
2377,11,5,100,8,0.729578947368421
2378,11,5,100,9,0.7242105263157895
2379,11,5,100,10,0.7455087719298245
2380,11,5,150,1,0.7109824561403509
2381,11,5,150,2,0.705719298245614
2382,11,5,150,3,0.7109122807017544
2383,11,5,150,4,0.7216140350877194
2384,11,5,150,5,0.7322456140350877
2385,11,5,150,6,0.7375087719298246
2386,11,5,150,7,0.7215789473684211
2387,11,5,150,8,0.7294736842105263
2388,11,5,150,9,0.7348070175438596
2389,11,5,150,10,0.7296140350877194
2390,11,5,200,1,0.7216140350877194
2391,11,5,200,2,0.718982456140351
2392,11,5,200,3,0.7162456140350877
2393,11,5,200,4,0.7295438596491228
2394,11,5,200,5,0.7215789473684211
2395,11,5,200,6,0.721578947368421
2396,11,5,200,7,0.7189122807017544
2397,11,5,200,8,0.7215789473684211
2398,11,5,200,9,0.726842105263158
2399,11,5,200,10,0.7347719298245614
2400,12,1,10,1,0.6818245614035088
2401,12,1,10,2,0.6711578947368422
2402,12,1,10,3,0.6735789473684209
2403,12,1,10,4,0.7083508771929824
2404,12,1,10,5,0.7003157894736842
2405,12,1,10,6,0.6711228070175439
2406,12,1,10,7,0.6870877192982456
2407,12,1,10,8,0.7350877192982456
2408,12,1,10,9,0.7000701754385965
2409,12,1,10,10,0.7321052631578947
2410,12,1,20,1,0.7137894736842105
2411,12,1,20,2,0.700140350877193
2412,12,1,20,3,0.7346666666666667
2413,12,1,20,4,0.6872280701754385
2414,12,1,20,5,0.7269473684210527
2415,12,1,20,6,0.713578947368421
2416,12,1,20,7,0.7055789473684211
2417,12,1,20,8,0.7083859649122807
2418,12,1,20,9,0.7322456140350877
2419,12,1,20,10,0.7110877192982457
2420,12,1,30,1,0.7350175438596491
2421,12,1,30,2,0.7056491228070175
2422,12,1,30,3,0.729578947368421
2423,12,1,30,4,0.7081754385964911
2424,12,1,30,5,0.7323859649122808
2425,12,1,30,6,0.7189473684210526
2426,12,1,30,7,0.705578947368421
2427,12,1,30,8,0.7294736842105263
2428,12,1,30,9,0.7295438596491228
2429,12,1,30,10,0.7108070175438597
2430,12,1,40,1,0.7241754385964911
2431,12,1,40,2,0.7002456140350877
2432,12,1,40,3,0.6976842105263158
2433,12,1,40,4,0.6974736842105264
2434,12,1,40,5,0.7295087719298246
2435,12,1,40,6,0.7162105263157895
2436,12,1,40,7,0.718842105263158
2437,12,1,40,8,0.7375438596491228
2438,12,1,40,9,0.7348771929824562
2439,12,1,40,10,0.740140350877193
2440,12,1,50,1,0.7136842105263158
2441,12,1,50,2,0.6976491228070175
2442,12,1,50,3,0.7162105263157896
2443,12,1,50,4,0.7241754385964911
2444,12,1,50,5,0.7109122807017544
2445,12,1,50,6,0.7427368421052631
2446,12,1,50,7,0.734842105263158
2447,12,1,50,8,0.7162456140350877
2448,12,1,50,9,0.7428421052631579
2449,12,1,50,10,0.726842105263158
2450,12,1,100,1,0.7029824561403509
2451,12,1,100,2,0.7190175438596491
2452,12,1,100,3,0.7216140350877193
2453,12,1,100,4,0.7321754385964911
2454,12,1,100,5,0.7481754385964912
2455,12,1,100,6,0.737578947368421
2456,12,1,100,7,0.7375438596491228
2457,12,1,100,8,0.7375438596491228
2458,12,1,100,9,0.7374385964912282
2459,12,1,100,10,0.7214736842105263
2460,12,1,150,1,0.7269824561403508
2461,12,1,150,2,0.7322105263157895
2462,12,1,150,3,0.7322456140350877
2463,12,1,150,4,0.7135789473684211
2464,12,1,150,5,0.7162105263157896
2465,12,1,150,6,0.7348771929824561
2466,12,1,150,7,0.7401403508771931
2467,12,1,150,8,0.726842105263158
2468,12,1,150,9,0.7295789473684211
2469,12,1,150,10,0.7374736842105263
2470,12,1,200,1,0.708421052631579
2471,12,1,200,2,0.7110175438596491
2472,12,1,200,3,0.7269122807017543
2473,12,1,200,4,0.737578947368421
2474,12,1,200,5,0.7322456140350877
2475,12,1,200,6,0.7348070175438597
2476,12,1,200,7,0.7401403508771931
2477,12,1,200,8,0.7508771929824561
2478,12,1,200,9,0.7428070175438596
2479,12,1,200,10,0.7428421052631579
2480,12,2,10,1,0.6500701754385965
2481,12,2,10,2,0.6737192982456139
2482,12,2,10,3,0.7029473684210527
2483,12,2,10,4,0.7107719298245614
2484,12,2,10,5,0.7006315789473685
2485,12,2,10,6,0.6763859649122808
2486,12,2,10,7,0.6841754385964912
2487,12,2,10,8,0.7109473684210527
2488,12,2,10,9,0.6736842105263159
2489,12,2,10,10,0.665578947368421
2490,12,2,20,1,0.7002105263157896
2491,12,2,20,2,0.721719298245614
2492,12,2,20,3,0.6950526315789474
2493,12,2,20,4,0.7163157894736842
2494,12,2,20,5,0.7348771929824561
2495,12,2,20,6,0.6816140350877193
2496,12,2,20,7,0.7429473684210527
2497,12,2,20,8,0.7190175438596491
2498,12,2,20,9,0.7189824561403508
2499,12,2,20,10,0.7161754385964912
2500,12,2,30,1,0.6792280701754386
2501,12,2,30,2,0.6977543859649122
2502,12,2,30,3,0.7110175438596491
2503,12,2,30,4,0.7321754385964911
2504,12,2,30,5,0.6843859649122808
2505,12,2,30,6,0.7297894736842105
2506,12,2,30,7,0.708280701754386
2507,12,2,30,8,0.7002807017543861
2508,12,2,30,9,0.724140350877193
2509,12,2,30,10,0.6896491228070175
2510,12,2,40,1,0.6869824561403508
2511,12,2,40,2,0.7190526315789473
2512,12,2,40,3,0.7189473684210526
2513,12,2,40,4,0.7056491228070175
2514,12,2,40,5,0.7267368421052631
2515,12,2,40,6,0.7003508771929825
2516,12,2,40,7,0.7560350877192983
2517,12,2,40,8,0.7641052631578947
2518,12,2,40,9,0.7188070175438597
2519,12,2,40,10,0.7109473684210527
2520,12,2,50,1,0.7216140350877194
2521,12,2,50,2,0.6949824561403508
2522,12,2,50,3,0.7135789473684211
2523,12,2,50,4,0.7163508771929824
2524,12,2,50,5,0.7108421052631578
2525,12,2,50,6,0.7188771929824561
2526,12,2,50,7,0.7082456140350878
2527,12,2,50,8,0.7081403508771931
2528,12,2,50,9,0.7214736842105263
2529,12,2,50,10,0.7215438596491228
2530,12,2,100,1,0.7030526315789473
2531,12,2,100,2,0.7376140350877194
2532,12,2,100,3,0.7455087719298245
2533,12,2,100,4,0.7241754385964911
2534,12,2,100,5,0.7295438596491228
2535,12,2,100,6,0.7268070175438597
2536,12,2,100,7,0.742842105263158
2537,12,2,100,8,0.7268771929824561
2538,12,2,100,9,0.7241052631578948
2539,12,2,100,10,0.7268070175438596
2540,12,2,150,1,0.721578947368421
2541,12,2,150,2,0.7242105263157895
2542,12,2,150,3,0.7216140350877194
2543,12,2,150,4,0.716140350877193
2544,12,2,150,5,0.7400701754385964
2545,12,2,150,6,0.724280701754386
2546,12,2,150,7,0.7295438596491228
2547,12,2,150,8,0.7507719298245614
2548,12,2,150,9,0.7454035087719297
2549,12,2,150,10,0.734701754385965
2550,12,2,200,1,0.7163859649122808
2551,12,2,200,2,0.7268771929824561
2552,12,2,200,3,0.7135789473684211
2553,12,2,200,4,0.7322456140350877
2554,12,2,200,5,0.7348771929824561
2555,12,2,200,6,0.7241754385964912
2556,12,2,200,7,0.7162456140350877
2557,12,2,200,8,0.7268771929824561
2558,12,2,200,9,0.7401754385964912
2559,12,2,200,10,0.742842105263158
2560,12,3,10,1,0.6953684210526315
2561,12,3,10,2,0.6764912280701754
2562,12,3,10,3,0.7056140350877194
2563,12,3,10,4,0.7002456140350877
2564,12,3,10,5,0.7162807017543861
2565,12,3,10,6,0.6711228070175439
2566,12,3,10,7,0.6631228070175439
2567,12,3,10,8,0.681719298245614
2568,12,3,10,9,0.7108421052631579
2569,12,3,10,10,0.6949824561403508
2570,12,3,20,1,0.6951578947368421
2571,12,3,20,2,0.7057894736842105
2572,12,3,20,3,0.7136140350877194
2573,12,3,20,4,0.7082456140350877
2574,12,3,20,5,0.6922105263157896
2575,12,3,20,6,0.737578947368421
2576,12,3,20,7,0.7375438596491228
2577,12,3,20,8,0.7506666666666666
2578,12,3,20,9,0.716140350877193
2579,12,3,20,10,0.7188070175438596
2580,12,3,30,1,0.6896842105263158
2581,12,3,30,2,0.7295438596491228
2582,12,3,30,3,0.7321403508771931
2583,12,3,30,4,0.7031228070175439
2584,12,3,30,5,0.7216140350877194
2585,12,3,30,6,0.7375789473684211
2586,12,3,30,7,0.7029473684210525
2587,12,3,30,8,0.7002456140350877
2588,12,3,30,9,0.7534035087719297
2589,12,3,30,10,0.7454035087719298
2590,12,3,40,1,0.7055789473684211
2591,12,3,40,2,0.7110526315789474
2592,12,3,40,3,0.7375087719298244
2593,12,3,40,4,0.708140350877193
2594,12,3,40,5,0.7109824561403509
2595,12,3,40,6,0.7267719298245613
2596,12,3,40,7,0.7483157894736843
2597,12,3,40,8,0.7214035087719297
2598,12,3,40,9,0.7215087719298245
2599,12,3,40,10,0.748280701754386
2600,12,3,50,1,0.6923859649122808
2601,12,3,50,2,0.7030877192982455
2602,12,3,50,3,0.7029824561403509
2603,12,3,50,4,0.7028771929824562
2604,12,3,50,5,0.7216842105263158
2605,12,3,50,6,0.7056842105263158
2606,12,3,50,7,0.7296140350877194
2607,12,3,50,8,0.7242456140350877
2608,12,3,50,9,0.7321052631578947
2609,12,3,50,10,0.7135087719298246
2610,12,3,100,1,0.7189473684210527
2611,12,3,100,2,0.7189824561403508
2612,12,3,100,3,0.7481754385964912
2613,12,3,100,4,0.7428070175438597
2614,12,3,100,5,0.737438596491228
2615,12,3,100,6,0.7216140350877194
2616,12,3,100,7,0.7401754385964912
2617,12,3,100,8,0.7215087719298247
2618,12,3,100,9,0.7214736842105264
2619,12,3,100,10,0.7215789473684211
2620,12,3,150,1,0.705719298245614
2621,12,3,150,2,0.7163157894736842
2622,12,3,150,3,0.7270175438596491
2623,12,3,150,4,0.7215789473684211
2624,12,3,150,5,0.7349473684210527
2625,12,3,150,6,0.7162807017543861
2626,12,3,150,7,0.7215789473684211
2627,12,3,150,8,0.7161754385964911
2628,12,3,150,9,0.7402456140350877
2629,12,3,150,10,0.7374736842105263
2630,12,3,200,1,0.7190175438596491
2631,12,3,200,2,0.7269122807017544
2632,12,3,200,3,0.7269122807017544
2633,12,3,200,4,0.7321754385964911
2634,12,3,200,5,0.7269122807017544
2635,12,3,200,6,0.7507368421052633
2636,12,3,200,7,0.7161754385964912
2637,12,3,200,8,0.7374385964912281
2638,12,3,200,9,0.7455438596491228
2639,12,3,200,10,0.7428421052631579
2640,12,4,10,1,0.6872631578947368
2641,12,4,10,2,0.6656491228070175
2642,12,4,10,3,0.6925263157894738
2643,12,4,10,4,0.6605263157894737
2644,12,4,10,5,0.7057543859649124
2645,12,4,10,6,0.6603508771929825
2646,12,4,10,7,0.7109824561403508
2647,12,4,10,8,0.697578947368421
2648,12,4,10,9,0.6843508771929825
2649,12,4,10,10,0.742842105263158
2650,12,4,20,1,0.6685614035087719
2651,12,4,20,2,0.6923157894736842
2652,12,4,20,3,0.6631228070175439
2653,12,4,20,4,0.7161754385964912
2654,12,4,20,5,0.6896140350877193
2655,12,4,20,6,0.7215438596491228
2656,12,4,20,7,0.7027719298245614
2657,12,4,20,8,0.7028421052631579
2658,12,4,20,9,0.6973333333333332
2659,12,4,20,10,0.7003157894736842
2660,12,4,30,1,0.6923508771929824
2661,12,4,30,2,0.7004912280701754
2662,12,4,30,3,0.7376842105263158
2663,12,4,30,4,0.7478245614035087
2664,12,4,30,5,0.7136140350877194
2665,12,4,30,6,0.7004561403508772
2666,12,4,30,7,0.7508070175438597
2667,12,4,30,8,0.7269122807017544
2668,12,4,30,9,0.7028421052631579
2669,12,4,30,10,0.7322807017543861
2670,12,4,40,1,0.7110175438596491
2671,12,4,40,2,0.7056842105263159
2672,12,4,40,3,0.7136842105263158
2673,12,4,40,4,0.7161754385964911
2674,12,4,40,5,0.7429473684210526
2675,12,4,40,6,0.7188771929824561
2676,12,4,40,7,0.7347719298245614
2677,12,4,40,8,0.7001754385964911
2678,12,4,40,9,0.7002456140350877
2679,12,4,40,10,0.7323157894736843
2680,12,4,50,1,0.7162456140350877
2681,12,4,50,2,0.7295789473684209
2682,12,4,50,3,0.7321754385964911
2683,12,4,50,4,0.7428070175438596
2684,12,4,50,5,0.7135087719298245
2685,12,4,50,6,0.7375438596491228
2686,12,4,50,7,0.7214385964912282
2687,12,4,50,8,0.7560350877192982
2688,12,4,50,9,0.7294385964912281
2689,12,4,50,10,0.6975438596491228
2690,12,4,100,1,0.7030526315789474
2691,12,4,100,2,0.716280701754386
2692,12,4,100,3,0.7482456140350877
2693,12,4,100,4,0.726842105263158
2694,12,4,100,5,0.7215087719298244
2695,12,4,100,6,0.7215438596491228
2696,12,4,100,7,0.7135438596491228
2697,12,4,100,8,0.7294736842105263
2698,12,4,100,9,0.7214736842105263
2699,12,4,100,10,0.7215438596491228
2700,12,4,150,1,0.7163157894736842
2701,12,4,150,2,0.7296491228070175
2702,12,4,150,3,0.7348070175438597
2703,12,4,150,4,0.7295789473684211
2704,12,4,150,5,0.7401754385964912
2705,12,4,150,6,0.7241754385964912
2706,12,4,150,7,0.7321754385964911
2707,12,4,150,8,0.7215789473684211
2708,12,4,150,9,0.7374385964912281
2709,12,4,150,10,0.7427719298245614
2710,12,4,200,1,0.7163859649122808
2711,12,4,200,2,0.7135438596491228
2712,12,4,200,3,0.7534035087719297
2713,12,4,200,4,0.7322105263157894
2714,12,4,200,5,0.7427719298245614
2715,12,4,200,6,0.721578947368421
2716,12,4,200,7,0.734842105263158
2717,12,4,200,8,0.7348771929824561
2718,12,4,200,9,0.748140350877193
2719,12,4,200,10,0.7507719298245614
2720,12,5,10,1,0.6449824561403509
2721,12,5,10,2,0.7107719298245614
2722,12,5,10,3,0.673859649122807
2723,12,5,10,4,0.6578245614035088
2724,12,5,10,5,0.6976491228070176
2725,12,5,10,6,0.7056842105263158
2726,12,5,10,7,0.6816491228070175
2727,12,5,10,8,0.7190526315789473
2728,12,5,10,9,0.7455087719298246
2729,12,5,10,10,0.7029824561403508
2730,12,5,20,1,0.7162105263157895
2731,12,5,20,2,0.6869473684210526
2732,12,5,20,3,0.6765614035087719
2733,12,5,20,4,0.7536842105263157
2734,12,5,20,5,0.7002807017543861
2735,12,5,20,6,0.7054385964912281
2736,12,5,20,7,0.7030175438596491
2737,12,5,20,8,0.6871228070175439
2738,12,5,20,9,0.7030526315789473
2739,12,5,20,10,0.7029473684210528
2740,12,5,30,1,0.6897543859649122
2741,12,5,30,2,0.7216491228070175
2742,12,5,30,3,0.7003508771929824
2743,12,5,30,4,0.7136491228070175
2744,12,5,30,5,0.7322456140350877
2745,12,5,30,6,0.742842105263158
2746,12,5,30,7,0.7375789473684209
2747,12,5,30,8,0.734701754385965
2748,12,5,30,9,0.7136140350877194
2749,12,5,30,10,0.7108070175438596
2750,12,5,40,1,0.7111228070175438
2751,12,5,40,2,0.7056842105263158
2752,12,5,40,3,0.7242807017543861
2753,12,5,40,4,0.7136842105263158
2754,12,5,40,5,0.7083508771929825
2755,12,5,40,6,0.7243859649122808
2756,12,5,40,7,0.7109122807017544
2757,12,5,40,8,0.7029473684210527
2758,12,5,40,9,0.740140350877193
2759,12,5,40,10,0.7268070175438597
2760,12,5,50,1,0.6924210526315789
2761,12,5,50,2,0.7163508771929823
2762,12,5,50,3,0.7190526315789473
2763,12,5,50,4,0.7243157894736842
2764,12,5,50,5,0.729719298245614
2765,12,5,50,6,0.7375438596491227
2766,12,5,50,7,0.732140350877193
2767,12,5,50,8,0.7135087719298246
2768,12,5,50,9,0.724280701754386
2769,12,5,50,10,0.7296140350877194
2770,12,5,100,1,0.7084210526315788
2771,12,5,100,2,0.7215789473684211
2772,12,5,100,3,0.7109824561403508
2773,12,5,100,4,0.7376140350877193
2774,12,5,100,5,0.7242456140350877
2775,12,5,100,6,0.7188771929824561
2776,12,5,100,7,0.7109824561403508
2777,12,5,100,8,0.7216140350877194
2778,12,5,100,9,0.7321052631578947
2779,12,5,100,10,0.7507719298245614
2780,12,5,150,1,0.7190175438596491
2781,12,5,150,2,0.7111228070175439
2782,12,5,150,3,0.7349122807017544
2783,12,5,150,4,0.7136140350877194
2784,12,5,150,5,0.7242456140350877
2785,12,5,150,6,0.7268421052631577
2786,12,5,150,7,0.7189122807017544
2787,12,5,150,8,0.7242807017543861
2788,12,5,150,9,0.7348771929824561
2789,12,5,150,10,0.745578947368421
2790,12,5,200,1,0.7269122807017543
2791,12,5,200,2,0.7216140350877194
2792,12,5,200,3,0.742877192982456
2793,12,5,200,4,0.7401754385964912
2794,12,5,200,5,0.7243157894736841
2795,12,5,200,6,0.7348421052631579
2796,12,5,200,7,0.7509122807017544
2797,12,5,200,8,0.724140350877193
2798,12,5,200,9,0.7242456140350878
2799,12,5,200,10,0.7428421052631579
2800,12,6,10,1,0.6577192982456139
2801,12,6,10,2,0.6709473684210527
2802,12,6,10,3,0.7055789473684211
2803,12,6,10,4,0.6471228070175439
2804,12,6,10,5,0.7216140350877194
2805,12,6,10,6,0.6523859649122807
2806,12,6,10,7,0.6976491228070175
2807,12,6,10,8,0.6710877192982456
2808,12,6,10,9,0.6736842105263159
2809,12,6,10,10,0.7106666666666666
2810,12,6,20,1,0.7003508771929824
2811,12,6,20,2,0.6790175438596491
2812,12,6,20,3,0.6763859649122808
2813,12,6,20,4,0.7056842105263158
2814,12,6,20,5,0.7296842105263158
2815,12,6,20,6,0.7109122807017545
2816,12,6,20,7,0.6869824561403508
2817,12,6,20,8,0.7456140350877194
2818,12,6,20,9,0.7402105263157895
2819,12,6,20,10,0.7215789473684211
2820,12,6,30,1,0.676421052631579
2821,12,6,30,2,0.7028421052631579
2822,12,6,30,3,0.7321052631578947
2823,12,6,30,4,0.7190175438596491
2824,12,6,30,5,0.7242105263157895
2825,12,6,30,6,0.7216491228070175
2826,12,6,30,7,0.7187368421052632
2827,12,6,30,8,0.7081754385964911
2828,12,6,30,9,0.7055438596491228
2829,12,6,30,10,0.721438596491228
2830,12,6,40,1,0.6923508771929825
2831,12,6,40,2,0.7270526315789473
2832,12,6,40,3,0.6924210526315789
2833,12,6,40,4,0.7163157894736842
2834,12,6,40,5,0.7296140350877193
2835,12,6,40,6,0.7483508771929824
2836,12,6,40,7,0.7402456140350877
2837,12,6,40,8,0.7294035087719298
2838,12,6,40,9,0.7347017543859649
2839,12,6,40,10,0.7162105263157896
2840,12,6,50,1,0.7268771929824561
2841,12,6,50,2,0.7004561403508772
2842,12,6,50,3,0.7295438596491228
2843,12,6,50,4,0.7296491228070174
2844,12,6,50,5,0.7322105263157895
2845,12,6,50,6,0.7401052631578947
2846,12,6,50,7,0.726842105263158
2847,12,6,50,8,0.7295087719298244
2848,12,6,50,9,0.7267368421052632
2849,12,6,50,10,0.7427719298245614
2850,12,6,100,1,0.697719298245614
2851,12,6,100,2,0.6976842105263158
2852,12,6,100,3,0.7109122807017544
2853,12,6,100,4,0.7269824561403508
2854,12,6,100,5,0.7323157894736841
2855,12,6,100,6,0.7056842105263158
2856,12,6,100,7,0.7189473684210527
2857,12,6,100,8,0.7108421052631578
2858,12,6,100,9,0.7269122807017544
2859,12,6,100,10,0.7215087719298245
2860,12,6,150,1,0.7349122807017544
2861,12,6,150,2,0.7136842105263156
2862,12,6,150,3,0.7428421052631577
2863,12,6,150,4,0.7374736842105263
